Parcel Unit,Parcel Number,Landlord License Year,Parcel Address,Latitude,Longitude,Location,Parcel City,Location (state),Location (zip),Zip Code Boundaries,2010 Census Tracts,Commission Districts,Gainesville Police Districts,Florida Census Zip Codes
16116-067-000-1,16116-067-000,2019,00919 SE 18TH  TER,29.64327,-82.301111,POINT (-82.301111 29.643269999999998),GAINESVILLE,FL,32641,9,5,1,2,1082
08879-001-000-1,08879-001-000,2019,01959 NW 35TH  AVE,29.684797,-82.34931,POINT (-82.34931 29.684796999999996),GAINESVILLE,FL,32605,5,9,2,4,770
06572-012-019-1,06572-012-019,2019,00219 NW 48TH  BLVD,29.654429,-82.394537,POINT (-82.394537 29.654429),GAINESVILLE,FL,32607,7,33,3,6,768
10823-107-000-1,10823-107-000,2019,01128 NE 24TH  ST,29.662778,-82.293685,POINT (-82.293685 29.662778),GAINESVILLE,FL,32641,9,14,1,2,1082
10823-105-000-1,10823-105-000,2019,01116 NE 24TH  ST,29.662422,-82.293687,POINT (-82.293687 29.662422000000003),GAINESVILLE,FL,32641,9,14,1,2,1082
16106-030-000-1,16106-030-000,2019,01636 SE 12TH  PL,29.639544,-82.303212,POINT (-82.303212 29.639543999999997),GAINESVILLE,FL,32641,9,5,1,1,1082
10823-080-000-1,10823-080-000,2019,01133 NE 24TH  TER,29.662836,-82.29287,POINT (-82.29287 29.662836),GAINESVILLE,FL,32641,9,14,1,2,1082
08203-002-000-1,08203-002-000,2019,03031 NE 14TH  ST,29.681202,-82.306719,POINT (-82.306719 29.681202),GAINESVILLE,FL,32609,4,12,1,2,766
05977-285-000-1,05977-285-000,2019,8550 NW 39TH  CIR,,,,GAINESVILLE,FL,32653,,,,,
12405-000-000-1,12405-000-000,2019,620 NE 7TH  ST,29.657556,-82.317433,POINT (-82.317433 29.657556),GAINESVILLE,FL,32601,1,13,4,2,772
12405-000-000-2,12405-000-000,2019,620 NE 7TH  ST,29.657556,-82.317433,POINT (-82.317433 29.657556),GAINESVILLE,FL,32601,1,13,4,2,772
06007-011-026-1,06007-011-026,2019,07076 NW 52ND  TER,29.720048,-82.399594,POINT (-82.399594 29.720048000000002),GAINESVILLE,FL,32653,10,40,2,5,1079
06007-011-011-1,06007-011-011,2019,07044 NW 52ND  TER,29.719931,-82.399723,POINT (-82.399723 29.719930999999995),GAINESVILLE,FL,32653,10,40,2,5,1079
09611-001-000-1,09611-001-000,2019,00915 NW 11TH  AVE,29.66202,-82.334477,POINT (-82.334477 29.66202),GAINESVILLE,FL,32601,1,2,4,1,772
06455-002-000-1,06455-002-000,2019,00202 NW 26TH  ST,29.653614,-82.361595,POINT (-82.361595 29.653614000000005),GAINESVILLE,FL,32607,7,16,3,6,768
06410-014-000-1,06410-014-000,2019,01903 NW 36TH  TER,29.669993,-82.377034,POINT (-82.377034 29.669993),GAINESVILLE,FL,32605,5,8,3,6,770
06397-067-000-1,06397-067-000,2019,04009 NW 13TH  PL,29.664923,-82.386737,POINT (-82.386737 29.664923),GAINESVILLE,FL,32605,5,35,3,6,770
11120-002-000-1,11120-002-000,2019,604 NE 25TH  ST,29.657207,-82.292335,POINT (-82.292335 29.657207),GAINESVILLE,FL,32641,9,14,1,2,1082
11120-002-000-2,11120-002-000,2019,604 NE 25TH  ST,29.657207,-82.292335,POINT (-82.292335 29.657207),GAINESVILLE,FL,32641,9,14,1,2,1082
07280-030-071-1,07280-030-071,2019,02162 SW 35TH  CT,29.619886,-82.352618,POINT (-82.352618 29.619886000000005),GAINESVILLE,FL,32608,2,44,4,3,767
06091-010-026-1,06091-010-026,2019,02507 NW 36TH  LN,29.686468,-82.358566,POINT (-82.358566 29.686468),GAINESVILLE,FL,32605,5,18,2,7,770
11851-000-000-3,11851-000-000,2019,416 SE 12TH  TER,29.647287,-82.309635,POINT (-82.309635 29.647287),GAINESVILLE,FL,32641,9,5,1,2,1082
11861-000-000-1,11861-000-000,2019,00427 SE 12TH  TER,29.647191,-82.309634,POINT (-82.30963400000002 29.647191),GAINESVILLE,FL,32641,9,5,1,2,1082
06359-010-007-1,06359-010-007,2019,01523 NW 54TH  DR,29.666581,-82.400737,POINT (-82.400737 29.666581000000004),GAINESVILLE,FL,32605,5,35,3,6,770
06365-010-009-1,06365-010-009,2019,05332 NW 8TH  AVE,29.659601,-82.400166,POINT (-82.400166 29.659601),GAINESVILLE,FL,32605,5,35,3,6,768
13840-000-000-1,13840-000-000,2019,00824 NW 7TH  AVE,29.657498,-82.333709,POINT (-82.333709 29.657497999999997),GAINESVILLE,FL,32601,1,1,1,1,772
10618-014-000-1,10618-014-000,2019,01206 NE 19TH  PL,29.670003,-82.309945,POINT (-82.309945 29.670003000000005),GAINESVILLE,FL,32609,4,12,1,2,766
06089-004-000-1,06089-004-000,2019,02932 NW 24TH  TER,29.680123,-82.35868,POINT (-82.35868 29.680123000000002),GAINESVILLE,FL,32605,5,8,2,7,770
06092-014-027-1,06092-014-027,2019,03810 NW 28TH  TER,29.687851,-82.36438,POINT (-82.36438 29.687851),GAINESVILLE,FL,32605,5,18,2,7,770
06481-002-000-1,06481-002-000,2019,00413 NW 34TH  TER,29.654951,-82.373241,POINT (-82.373241 29.654951000000004),GAINESVILLE,FL,32607,7,27,3,6,768
06539-109-003-1,06539-109-003,2019,00407 SW 54TH  DR,29.648499,-82.400578,POINT (-82.400578 29.648499),GAINESVILLE,FL,32607,7,33,3,12,768
06067-040-234-1,06067-040-234,2019,04328 NW 35TH  ST,29.693865,-82.374662,POINT (-82.374662 29.693865000000002),GAINESVILLE,FL,32605,5,17,2,7,770
08523-000-000-1,08523-000-000,2019,00706 NW 32ND  PL,29.682564,-82.331962,POINT (-82.331962 29.682563999999996),GAINESVILLE,FL,32609,4,3,2,4,766
06485-001-000-1,06485-001-000,2019,03402 NW 7TH  PL,29.658676,-82.372735,POINT (-82.372735 29.658676),GAINESVILLE,FL,32607,7,27,3,6,768
06081-002-012-1,06081-002-012,2019,03912 NW 31ST  TER,29.688897,-82.368722,POINT (-82.368722 29.688897),GAINESVILLE,FL,32605,5,18,2,7,770
10625-085-000-1,10625-085-000,2019,02201 NE 15TH  ST,29.673109,-82.305841,POINT (-82.305841 29.673109000000004),GAINESVILLE,FL,32609,4,12,1,2,766
06579-054-043-1,06579-054-043,2019,00350 NW 50TH  BLVD,29.655907,-82.396591,POINT (-82.39659100000002 29.655907),GAINESVILLE,FL,32607,7,33,3,6,768
10161-000-000-1,10161-000-000,2019,02115 NE 8TH  ST,29.672093,-82.315709,POINT (-82.315709 29.672093),GAINESVILLE,FL,32609,4,12,2,2,766
12606-000-000-1,12606-000-000,2019,00424 NE 6TH  ST,29.655436,-82.318559,POINT (-82.318559 29.655436),GAINESVILLE,FL,32601,1,13,4,1,772
12606-000-000-2,12606-000-000,2019,00424 NE 6TH  ST,29.655436,-82.318559,POINT (-82.318559 29.655436),GAINESVILLE,FL,32601,1,13,4,1,772
12606-000-000-3,12606-000-000,2019,00424 NE 6TH  ST,29.655436,-82.318559,POINT (-82.318559 29.655436),GAINESVILLE,FL,32601,1,13,4,1,772
12606-000-000-4,12606-000-000,2019,00424 NE 6TH  ST,29.655436,-82.318559,POINT (-82.318559 29.655436),GAINESVILLE,FL,32601,1,13,4,1,772
12606-000-000-5,12606-000-000,2019,00424 NE 6TH  ST,29.655436,-82.318559,POINT (-82.318559 29.655436),GAINESVILLE,FL,32601,1,13,4,1,772
12606-000-000-6,12606-000-000,2019,00424 NE 6TH  ST,29.655436,-82.318559,POINT (-82.318559 29.655436),GAINESVILLE,FL,32601,1,13,4,1,772
12606-000-000-7,12606-000-000,2019,00424 NE 6TH  ST,29.655436,-82.318559,POINT (-82.318559 29.655436),GAINESVILLE,FL,32601,1,13,4,1,772
12606-000-000-8,12606-000-000,2019,00424 NE 6TH  ST,29.655436,-82.318559,POINT (-82.318559 29.655436),GAINESVILLE,FL,32601,1,13,4,1,772
10600-025-000-1,10600-025-000,2019,01106 NE 9TH  ST,29.662409,-82.314794,POINT (-82.314794 29.662409000000004),GAINESVILLE,FL,32601,1,13,4,2,772
07915-005-032-1,07915-005-032,2019,04401 NW 20TH  DR,29.694951,-82.35061,POINT (-82.35061 29.694951),GAINESVILLE,FL,32605,5,9,2,4,770
06446-034-000-1,06446-034-000,2019,00309 NW 25TH  ST,29.654377,-82.360506,POINT (-82.360506 29.654377),GAINESVILLE,FL,32607,7,16,3,6,768
13540-001-000-1,13540-001-000,2019,00739 NW 8TH  ST,29.658541,-82.332886,POINT (-82.332886 29.658541),GAINESVILLE,FL,32601,1,1,1,1,772
15699-059-017-1,15699-059-017,2019,01110 SW 21ST  AVE,29.632577,-82.336436,POINT (-82.336436 29.632577),GAINESVILLE,FL,32601,2,15,1,3,772
07916-017-000-1,07916-017-000,2019,03939 NW 20TH  TER,29.689662,-82.349789,POINT (-82.349789 29.689662),GAINESVILLE,FL,32605,5,9,2,4,770
16090-001-000-1,16090-001-000,2019,02529 SE 11TH  AVE,29.641389,-82.29145,POINT (-82.29145 29.641389000000004),GAINESVILLE,FL,32641,9,5,1,8,1082
06083-002-012-1,06083-002-012,2019,02827 NW 49TH  PL,29.699699,-82.364741,POINT (-82.364741 29.699698999999995),GAINESVILLE,FL,32605,5,18,2,7,770
12056-000-000-1,12056-000-000,2014,00934 SE 7TH  AVE,29.6458,-82.314032,POINT (-82.314032 29.6458),GAINESVILLE,FL,32601,1,5,1,1,772
08840-000-000-1,08840-000-000,2019,01206 NW 30TH  AVE,29.680099,-82.336934,POINT (-82.33693400000001 29.680099000000002),GAINESVILLE,FL,32609,4,3,2,4,766
08840-000-000-2,08840-000-000,2019,01206 NW 30TH  AVE,29.680099,-82.336934,POINT (-82.33693400000001 29.680099000000002),GAINESVILLE,FL,32609,4,3,2,4,766
08527-000-000-1,08527-000-000,2019,00605 NW 32ND  PL,29.682567,-82.331043,POINT (-82.331043 29.682566999999995),GAINESVILLE,FL,32609,4,3,2,4,766
09014-004-000-1,09014-004-000,2019,01416 NW 21ST  AVE,29.672049,-82.340433,POINT (-82.340433 29.672049000000005),GAINESVILLE,FL,32605,5,8,2,4,770
06768-000-000-1,06768-000-000,2019,02400 SW 23RD  TER,29.629116,-82.361023,POINT (-82.361023 29.629116),GAINESVILLE,FL,32608,2,23,4,3,767
08834-001-000-1,08834-001-000,2019,03141 NW 12TH  TER,29.681484,-82.337643,POINT (-82.337643 29.681484),GAINESVILLE,FL,32609,4,3,2,4,766
09121-000-000-1,09121-000-000,2019,01917 NW 12TH  RD,29.663877,-82.34828,POINT (-82.34828000000002 29.663877),GAINESVILLE,FL,32605,5,16,4,4,770
06482-101-000-1,06482-101-000,2019,00506 NW 34TH  ST,29.655446,-82.372411,POINT (-82.372411 29.655446),GAINESVILLE,FL,32607,7,27,3,6,768
15187-000-000-1,15187-000-000,2019,00739 NW 20TH  ST,29.658895,-82.34928,POINT (-82.34928 29.658895),GAINESVILLE,FL,32603,3,16,4,6,771
15187-001-000-1,15187-001-000,2019,01940 NW 7TH  PL,29.65873,-82.348703,POINT (-82.348703 29.65873),GAINESVILLE,FL,32603,3,16,4,6,771
15354-000-000-1,15354-000-000,2019,01512 NW 6TH  AVE,29.656663,-82.341961,POINT (-82.341961 29.656663000000005),GAINESVILLE,FL,32603,3,16,4,1,771
10442-000-000-1,10442-000-000,2019,00735 NE 12TH  AVE,29.662924,-82.316248,POINT (-82.316248 29.662924000000004),GAINESVILLE,FL,32601,1,13,4,2,772
06105-039-000-1,06105-039-000,2019,02810 NW 38TH  ST,29.678537,-82.380341,POINT (-82.380341 29.678536999999995),GAINESVILLE,FL,32605,5,8,3,7,770
06108-008-003-1,06108-008-003,2019,04031 NW 23RD  CIR,29.677154,-82.382716,POINT (-82.382716 29.677154000000005),GAINESVILLE,FL,32606,5,8,3,6,770
06522-009-000-1,06522-009-000,2019,03737 SW 4TH  PL,29.648161,-82.380028,POINT (-82.380028 29.648160999999998),GAINESVILLE,FL,32607,7,33,3,6,768
09130-000-000-1,09130-000-000,2019,02014 NW 11TH  RD,29.662801,-82.349363,POINT (-82.349363 29.662801),GAINESVILLE,FL,32605,5,16,4,4,770
06083-002-009-1,06083-002-009,2019,04918 NW 29TH  ST,29.700066,-82.365166,POINT (-82.365166 29.700065999999996),GAINESVILLE,FL,32605,5,18,2,7,770
08998-000-000-1,08998-000-000,2019,03801 NW 19TH  ST,29.687684,-82.347349,POINT (-82.347349 29.687684),GAINESVILLE,FL,32605,5,9,2,4,770
10451-000-000-1,10451-000-000,2019,01041 NE 9TH  AVE,29.66006,-82.312094,POINT (-82.312094 29.66006),GAINESVILLE,FL,32601,1,13,4,2,772
15270-000-000-1,15270-000-000,2019,01804 NW 7TH  AVE,29.657576,-82.346313,POINT (-82.346313 29.657576000000002),GAINESVILLE,FL,32603,3,16,4,1,771
10572-015-000-1,10572-015-000,2019,01116 NE 14TH  AVE,29.664626,-82.310831,POINT (-82.310831 29.664625999999995),GAINESVILLE,FL,32601,1,13,4,2,772
15929-000-000-1,15929-000-000,2019,00220 SE 14TH  LN,29.635746,-82.318112,POINT (-82.318112 29.635746),GAINESVILLE,FL,32601,1,5,1,1,772
14237-001-000-1,14237-001-000,2019,00224 NW 4TH  PL,29.65532,-82.32747,POINT (-82.32747 29.65532),GAINESVILLE,FL,32601,1,1,1,1,772
06109-025-000-1,06109-025-000,2019,03510 NW 33RD  PL,29.683274,-82.374637,POINT (-82.374637 29.683274),GAINESVILLE,FL,32605,5,8,3,7,770
15444-000-000-1,15444-000-000,2019,02041 NW 7TH  PL,29.658933,-82.350816,POINT (-82.350816 29.658933000000005),GAINESVILLE,FL,32603,3,16,4,6,771
08197-003-067-1,08197-003-067,2019,02936 NE 16TH  TER,29.68037,-82.303893,POINT (-82.303893 29.68037),GAINESVILLE,FL,32609,4,12,1,2,766
06579-052-026-1,06579-052-026,2019,00522 NW 50TH  BLVD,29.657236,-82.396447,POINT (-82.396447 29.657236),GAINESVILLE,FL,32607,7,33,3,6,768
15136-013-000-1,15136-013-000,2019,108 NW 21ST  ST,29.653114,-82.351516,POINT (-82.351516 29.653114),GAINESVILLE,FL,32603,3,16,4,6,771
15136-013-000-2,15136-013-000,2019,108 NW 21ST  ST,29.653114,-82.351516,POINT (-82.351516 29.653114),GAINESVILLE,FL,32603,3,16,4,6,771
09139-005-000-1,09139-005-000,2019,02247 NW 11TH  AVE,29.662429,-82.355204,POINT (-82.355204 29.662429),GAINESVILLE,FL,32605,5,16,3,6,770
06066-024-000-1,06066-024-000,2019,04930 NW 34TH  TER,29.700235,-82.372968,POINT (-82.372968 29.700235),GAINESVILLE,FL,32605,5,17,2,7,770
08874-004-000-1,08874-004-000,2019,02042 NW 32ND  PL,29.682691,-82.35079,POINT (-82.35079 29.682691),GAINESVILLE,FL,32605,5,9,2,4,770
06356-002-029-1,06356-002-029,2019,02230 NW 54TH  TER,29.673551,-82.400724,POINT (-82.400724 29.673551),GAINESVILLE,FL,32605,5,35,3,6,770
15113-000-000-1,15113-000-000,2019,02207 NW 2ND  AVE,29.653608,-82.353877,POINT (-82.353877 29.653608),GAINESVILLE,FL,32603,3,16,4,6,771
06067-050-266-1,06067-050-266,2019,03425 NW 42ND  PL,29.692669,-82.373041,POINT (-82.373041 29.692669),GAINESVILLE,FL,32605,5,17,2,7,770
06402-013-000-1,06402-013-000,2014,01222 NW 36TH  DR,29.664087,-82.378032,POINT (-82.378032 29.664086999999995),GAINESVILLE,FL,32605,5,35,3,6,770
06447-038-000-1,06447-038-000,2019,00152 NW 23RD  DR,29.653332,-82.358843,POINT (-82.358843 29.653332000000002),GAINESVILLE,FL,32607,7,16,3,6,768
06677-100-035-1,06677-100-035,2019,01839 SW 65TH  DR,29.635297,-82.412408,POINT (-82.412408 29.635296999999998),GAINESVILLE,FL,32608,2,45,3,12,767
09005-010-001-1,09005-010-001,2019,01903 NW 31ST  AVE,29.681231,-82.347526,POINT (-82.347526 29.681231),GAINESVILLE,FL,32605,5,9,2,4,770
06400-064-000-1,06400-064-000,2019,03515 NW 11TH  AVE,29.662674,-82.375194,POINT (-82.375194 29.662674),GAINESVILLE,FL,32605,5,35,3,6,770
15149-001-000-2,15149-001-000,2019,109 NW 21ST  ST,29.65299,-82.351518,POINT (-82.351518 29.65299),GAINESVILLE,FL,32603,3,16,4,6,771
06108-007-005-1,06108-007-005,2019,04088 NW 23RD  CIR,29.677949,-82.382251,POINT (-82.382251 29.677948999999998),GAINESVILLE,FL,32606,5,8,3,6,770
06006-621-031-1,06006-621-031,2019,04706 NW 75TH  RD,29.724322,-82.393519,POINT (-82.393519 29.724322),GAINESVILLE,FL,32653,10,40,2,5,1079
07891-030-197-1,07891-030-197,2019,05069 NW 22ND  ST,29.701042,-82.354199,POINT (-82.354199 29.701042),GAINESVILLE,FL,32605,5,18,2,7,770
08986-019-000-1,08986-019-000,2019,03427 NW 18TH  TER,29.684747,-82.346513,POINT (-82.346513 29.684747),GAINESVILLE,FL,32605,5,9,2,4,770
06014-025-013-1,06014-025-013,2019,03002 NW 62ND  AVE,29.711755,-82.366895,POINT (-82.366895 29.711755000000004),GAINESVILLE,FL,32653,10,37,2,7,1079
06398-048-000-1,06398-048-000,2019,01406 NW 39TH  ST,29.665741,-82.382825,POINT (-82.382825 29.665741000000004),GAINESVILLE,FL,32605,5,35,3,6,770
07891-030-216-1,07891-030-216,2019,02234 NW 51ST  AVE,29.702052,-82.354394,POINT (-82.354394 29.702052000000002),GAINESVILLE,FL,32605,5,18,2,7,770
06483-102-000-1,06483-102-000,2014,00219 NW 34TH  ST,29.653833,-82.372403,POINT (-82.372403 29.653833),GAINESVILLE,FL,32607,7,27,3,6,768
08992-020-015-1,08992-020-015,2019,02253 NW 36TH  PL,29.686556,-82.35393,POINT (-82.35393 29.686556),GAINESVILLE,FL,32605,5,18,2,7,770
06098-010-039-1,06098-010-039,2019,03404 NW 27TH  ST,29.684249,-82.36257,POINT (-82.36257 29.684249),GAINESVILLE,FL,32605,5,18,2,7,770
06680-103-114-1,06680-103-114,2019,05105 SW 9TH  LN,29.643207,-82.397238,POINT (-82.39723800000002 29.643207000000004),GAINESVILLE,FL,32607,7,33,3,12,768
13779-000-000-1,13779-000-000,2019,00926 NW 6TH  AVE,29.656589,-82.334868,POINT (-82.334868 29.656588999999997),GAINESVILLE,FL,32601,1,1,1,1,772
06091-010-014-1,06091-010-014,2019,03626 NW 25TH  TER,29.686169,-82.359481,POINT (-82.359481 29.686169000000003),GAINESVILLE,FL,32605,5,18,2,7,770
08231-005-071-1,08231-005-071,2014,01337 NE 37TH  PL,29.686945,-82.308226,POINT (-82.308226 29.686945000000005),GAINESVILLE,FL,32609,4,12,1,2,766
06411-013-000-1,06411-013-000,2019,03742 NW 20TH  PL,29.671665,-82.380066,POINT (-82.380066 29.671664999999997),GAINESVILLE,FL,32605,5,8,3,6,770
06548-000-000-1,06548-000-000,2019,00607 NW 51ST  ST,29.65749,-82.397482,POINT (-82.397482 29.65749),GAINESVILLE,FL,32607,7,33,3,6,768
05979-085-000-1,05979-085-000,2019,3857 NW 84TH  PL,29.732959,-82.377869,POINT (-82.37786900000002 29.732959000000005),GAINESVILLE,FL,32653,10,36,2,5,1079
06017-013-044-1,06017-013-044,2019,03729 NW 56TH  PL,29.706487,-82.379658,POINT (-82.379658 29.706487),GAINESVILLE,FL,32653,10,37,2,5,1079
16054-034-000-1,16054-034-000,2014,02306 SE 10TH  AVE,29.642019,-82.294154,POINT (-82.294154 29.642019),GAINESVILLE,FL,32641,9,5,1,2,1082
12315-000-000-1,12315-000-000,2019,00540 NE 7TH  AVE,29.658035,-82.319531,POINT (-82.319531 29.658035),GAINESVILLE,FL,32601,1,13,4,2,772
15995-047-000-1,15995-047-000,2019,01340 SE 24TH  PL,29.629522,-82.308032,POINT (-82.308032 29.629522),GAINESVILLE,FL,32641,9,5,1,1,1082
06466-025-000-1,06466-025-000,2019,00405 NW 28TH  TER,29.655707,-82.366011,POINT (-82.366011 29.655707000000003),GAINESVILLE,FL,32607,7,16,3,6,768
06494-003-000-1,06494-003-000,2019,03423 NW 1ST  CT,29.653396,-82.373401,POINT (-82.373401 29.653396),GAINESVILLE,FL,32607,7,27,3,6,768
06484-029-000-1,06484-029-000,2014,00600 NW 36TH  TER,29.65649,-82.377444,POINT (-82.377444 29.65649),GAINESVILLE,FL,32607,7,27,3,6,768
06014-020-025-1,06014-020-025,2019,05526 NW 26TH  ST,29.705686,-82.36099,POINT (-82.36099 29.705686),GAINESVILLE,FL,32653,10,37,2,7,1079
10625-018-000-1,10625-018-000,2019,01943 NE 16TH  TER,29.67053,-82.304014,POINT (-82.304014 29.670530000000003),GAINESVILLE,FL,32609,4,12,1,2,766
06015-020-066-1,06015-020-066,2019,03520 NW 54TH  LN,29.705067,-82.375422,POINT (-82.375422 29.705067),GAINESVILLE,FL,32653,10,37,2,5,1079
06484-067-000-1,06484-067-000,2019,00304 NW 36TH  DR,29.654178,-82.378253,POINT (-82.378253 29.654178),GAINESVILLE,FL,32607,7,27,3,6,768
08340-000-000-1,08340-000-000,2019,03400 NW 5TH  ST,29.683944,-82.32934,POINT (-82.32934 29.683944),GAINESVILLE,FL,32609,4,3,2,4,766
06484-092-000-1,06484-092-000,2019,00028 NW 36TH  ST,29.652735,-82.376637,POINT (-82.376637 29.652735),GAINESVILLE,FL,32607,7,27,3,6,768
08554-052-000-1,08554-052-000,2019,00927 NW 35TH  AVE,29.684864,-82.334614,POINT (-82.334614 29.684864),GAINESVILLE,FL,32609,4,3,2,4,766
06083-002-025-1,06083-002-025,2019,02816 NW 52ND  AVE,29.702401,-82.364402,POINT (-82.36440200000001 29.702401000000002),GAINESVILLE,FL,32605,5,18,2,7,770
06095-003-011-1,06095-003-011,2019,03237 NW 30TH  AVE,29.679964,-82.370772,POINT (-82.370772 29.679963999999995),GAINESVILLE,FL,32605,5,8,2,7,770
12558-004-000-1,12558-004-000,2019,01103 NE 5TH  PL,29.656394,-82.311541,POINT (-82.311541 29.656393999999995),GAINESVILLE,FL,32601,1,13,4,2,772
06071-010-026-1,06071-010-026,2019,04910 NW 41ST  ST,29.699891,-82.386983,POINT (-82.386983 29.699890999999997),GAINESVILLE,FL,32606,6,17,2,5,769
05979-081-000-1,05979-081-000,2019,3895 NW 84TH  PL,29.732858,-82.378012,POINT (-82.378012 29.732858),GAINESVILLE,FL,32653,10,36,2,5,1079
06388-020-000-1,06388-020-000,2014,00821 NW 39TH  ST,29.66057,-82.381911,POINT (-82.381911 29.660570000000003),GAINESVILLE,FL,32605,5,35,3,6,770
06490-010-035-1,06490-010-035,2019,00568 NW 39TH  DR,29.656653,-82.38505,POINT (-82.38505 29.656653),GAINESVILLE,FL,32607,7,27,3,6,768
09081-000-000-1,09081-000-000,2019,01404 NW 9TH  AVE,29.660283,-82.340461,POINT (-82.340461 29.660283),GAINESVILLE,FL,32605,5,16,4,4,770
12436-015-000-1,12436-015-000,2019,602 NE 9TH  ST,29.657232,-82.314795,POINT (-82.314795 29.657232000000004),GAINESVILLE,FL,32601,1,13,4,2,772
12436-015-000-2,12436-015-000,2019,602 NE 9TH  ST,29.657232,-82.314795,POINT (-82.314795 29.657232000000004),GAINESVILLE,FL,32601,1,13,4,2,772
06583-006-000-1,06583-006-000,2014,00129 NW 48TH  BLVD,29.65325,-82.394348,POINT (-82.394348 29.65325),GAINESVILLE,FL,32607,7,33,3,6,768
12436-020-000-1,12436-020-000,2019,540 NE 9TH  ST,29.657027,-82.314795,POINT (-82.314795 29.657027),GAINESVILLE,FL,32601,1,13,4,2,772
12436-020-000-2,12436-020-000,2019,540 NE 9TH  ST,29.657027,-82.314795,POINT (-82.314795 29.657027),GAINESVILLE,FL,32601,1,13,4,2,772
09947-007-000-1,09947-007-000,2019,01626 NW 10TH  TER,29.66749,-82.335796,POINT (-82.335796 29.667490000000004),GAINESVILLE,FL,32609,4,2,4,4,766
09845-000-000-1,09845-000-000,2019,00313 NW 15TH  AVE,29.6657,-82.328097,POINT (-82.328097 29.6657),GAINESVILLE,FL,32601,1,2,4,1,772
06448-001-000-1,06448-001-000,2019,02518 SW 2ND  AVE,29.650388,-82.361256,POINT (-82.361256 29.650388000000003),GAINESVILLE,FL,32607,7,16,3,6,768
06102-607-000-1,06102-607-000,2019,03462 NW 37TH  AVE,29.68836,-82.373459,POINT (-82.37345900000001 29.688360000000003),GAINESVILLE,FL,32605,5,8,3,7,770
06549-060-000-1,06549-060-000,2019,05231 NW 4TH  PL,29.656593,-82.399512,POINT (-82.399512 29.656593),GAINESVILLE,FL,32607,7,33,3,6,768
06577-023-031-1,06577-023-031,2019,00331 NW 50TH  BLVD,29.655023,-82.396161,POINT (-82.396161 29.655023000000003),GAINESVILLE,FL,32607,7,33,3,6,768
08952-001-000-1,08952-001-000,2019,03208 NW 13TH  TER,29.682455,-82.339926,POINT (-82.339926 29.682454999999997),GAINESVILLE,FL,32605,5,9,2,4,770
09478-000-000-1,09478-000-000,2019,00716 NW 8TH  PL,29.659829,-82.332326,POINT (-82.332326 29.659829),GAINESVILLE,FL,32601,1,2,4,1,772
06383-020-000-1,06383-020-000,2019,04821 NW 16TH  PL,29.667232,-82.394853,POINT (-82.394853 29.667232000000002),GAINESVILLE,FL,32605,5,35,3,6,770
14822-002-000-1,14822-002-000,2019,02155 NW 2ND  AVE,29.653596,-82.353264,POINT (-82.353264 29.653596),GAINESVILLE,FL,32603,3,16,4,6,771
12264-000-000-1,12264-000-000,2019,548 NE 5TH  AVE,29.65573,-82.31867,POINT (-82.31867 29.65573),GAINESVILLE,FL,32601,1,13,4,1,772
12264-000-000-2,12264-000-000,2019,548 NE 5TH  AVE,29.65573,-82.31867,POINT (-82.31867 29.65573),GAINESVILLE,FL,32601,1,13,4,1,772
12264-000-000-3,12264-000-000,2019,548 NE 5TH  AVE,29.65573,-82.31867,POINT (-82.31867 29.65573),GAINESVILLE,FL,32601,1,13,4,1,772
12264-000-000-4,12264-000-000,2019,548 NE 5TH  AVE,29.65573,-82.31867,POINT (-82.31867 29.65573),GAINESVILLE,FL,32601,1,13,4,1,772
12539-007-000-1,12539-007-000,2019,919 NE 6TH  AVE,29.657137,-82.313886,POINT (-82.31388600000001 29.657137000000002),GAINESVILLE,FL,32601,1,13,4,2,772
12539-007-000-2,12539-007-000,2019,919 NE 6TH  AVE,29.657137,-82.313886,POINT (-82.31388600000001 29.657137000000002),GAINESVILLE,FL,32601,1,13,4,2,772
